CMDLINE .\cereagisenv\Scripts\streamlit.exe run app.py --server.port 8509
MEM 5.718750 1772295374.8458
MEM 20.500000 1772295375.0593
MEM 28.414062 1772295375.2698
MEM 33.671875 1772295375.4808
MEM 38.523438 1772295375.6965
MEM 38.718750 1772295375.9104
MEM 38.832031 1772295376.1208
MEM 39.277344 1772295376.3312
MEM 40.390625 1772295376.5457
MEM 40.921875 1772295376.7589
MEM 41.058594 1772295376.9769
MEM 41.570312 1772295377.1901
MEM 43.289062 1772295377.4098
MEM 43.515625 1772295377.6278
MEM 43.644531 1772295377.8437
MEM 43.804688 1772295378.0610
MEM 43.878906 1772295378.2793
MEM 43.976562 1772295378.4964
MEM 44.066406 1772295378.7143
MEM 44.156250 1772295378.9315
MEM 44.183594 1772295379.1488
MEM 44.281250 1772295379.3648
MEM 46.625000 1772295379.5816
MEM 46.691406 1772295379.7993
MEM 46.933594 1772295380.0153
MEM 47.042969 1772295380.2331
MEM 48.261719 1772295380.4503
MEM 48.312500 1772295380.6665
MEM 48.800781 1772295380.8833
MEM 49.195312 1772295381.0994
MEM 49.644531 1772295381.3154
MEM 50.199219 1772295381.5309
MEM 50.433594 1772295381.7455
MEM 50.546875 1772295381.9603
MEM 50.707031 1772295382.1750
MEM 51.003906 1772295382.3901
MEM 51.359375 1772295382.6073
MEM 51.667969 1772295382.8227
MEM 52.289062 1772295383.0389
MEM 52.414062 1772295383.2546
MEM 52.582031 1772295383.4706
MEM 52.804688 1772295383.6862
MEM 52.933594 1772295383.9054
MEM 53.289062 1772295384.1217
MEM 53.507812 1772295384.3412
MEM 53.542969 1772295384.5655
MEM 53.886719 1772295384.7840
MEM 54.121094 1772295385.0109
MEM 54.523438 1772295385.2276
MEM 54.695312 1772295385.4427
MEM 54.851562 1772295385.6583
MEM 55.386719 1772295385.8983
MEM 55.523438 1772295386.1157
MEM 55.710938 1772295386.3306
MEM 55.773438 1772295386.5459
MEM 55.937500 1772295386.7607
MEM 56.769531 1772295386.9764
MEM 58.144531 1772295387.1925
MEM 58.554688 1772295387.4092
MEM 59.367188 1772295387.6252
MEM 59.976562 1772295387.8411
MEM 60.382812 1772295388.0571
MEM 63.425781 1772295388.2719
MEM 64.195312 1772295388.4882
MEM 64.300781 1772295388.7045
MEM 65.222656 1772295388.9203
MEM 67.160156 1772295389.1484
MEM 70.730469 1772295389.3633
MEM 69.195312 1772295389.5795
MEM 69.433594 1772295389.7957
MEM 69.546875 1772295390.0111
MEM 69.546875 1772295390.2282
MEM 69.964844 1772295390.4434
MEM 69.968750 1772295390.6588
MEM 70.105469 1772295390.8814
MEM 70.105469 1772295391.0966
MEM 70.105469 1772295391.3121
MEM 70.105469 1772295391.5270
MEM 70.109375 1772295391.7427
MEM 70.406250 1772295391.9592
MEM 70.414062 1772295392.1747
MEM 70.414062 1772295392.3908
MEM 70.414062 1772295392.6058
MEM 70.460938 1772295392.8210
MEM 70.496094 1772295393.0356
MEM 70.503906 1772295393.2508
MEM 71.523438 1772295393.4658
MEM 71.636719 1772295393.6819
MEM 71.906250 1772295393.8988
MEM 71.906250 1772295394.1142
MEM 71.906250 1772295394.3300
MEM 71.906250 1772295394.5445
MEM 71.906250 1772295394.7590
MEM 71.906250 1772295394.9744
MEM 71.906250 1772295395.1907
MEM 71.910156 1772295395.4054
MEM 71.910156 1772295395.6216
MEM 71.917969 1772295395.8373
MEM 71.917969 1772295396.0530
MEM 71.917969 1772295396.2682
MEM 71.917969 1772295396.4880
MEM 71.921875 1772295396.7036
MEM 72.031250 1772295396.9202
MEM 72.078125 1772295397.1353
MEM 93.945312 1772295397.3504
MEM 125.898438 1772295397.5655
MEM 132.023438 1772295397.7851
MEM 79.148438 1772295398.0035
MEM 79.148438 1772295398.2199
MEM 79.148438 1772295398.4360
MEM 79.148438 1772295398.6524
MEM 79.597656 1772295398.8692
MEM 79.171875 1772295399.0849
MEM 79.179688 1772295399.3015
MEM 79.898438 1772295399.5177
MEM 81.777344 1772295399.7338
MEM 81.816406 1772295399.9499
MEM 81.968750 1772295400.1649
MEM 82.019531 1772295400.3807
MEM 82.230469 1772295400.5962
MEM 82.285156 1772295400.8121
MEM 83.777344 1772295401.0286
MEM 85.570312 1772295401.2443
MEM 85.902344 1772295401.4606
MEM 86.601562 1772295401.6764
MEM 87.300781 1772295401.8926
MEM 87.386719 1772295402.1114
MEM 87.714844 1772295402.3278
MEM 87.976562 1772295402.5433
MEM 89.167969 1772295402.7595
MEM 89.546875 1772295402.9754
MEM 89.710938 1772295403.1913
MEM 92.753906 1772295403.4069
MEM 93.183594 1772295403.6212
MEM 93.570312 1772295403.8367
MEM 93.941406 1772295404.0524
MEM 94.121094 1772295404.2673
MEM 94.832031 1772295404.4808
MEM 97.429688 1772295404.6965
MEM 97.558594 1772295404.9119
MEM 97.714844 1772295405.1280
MEM 97.855469 1772295405.3438
MEM 98.078125 1772295405.5596
MEM 100.265625 1772295405.7759
MEM 103.109375 1772295405.9928
MEM 104.425781 1772295406.2095
MEM 104.902344 1772295406.4258
MEM 106.660156 1772295406.6416
MEM 106.777344 1772295406.8577
MEM 107.738281 1772295407.0735
MEM 108.355469 1772295407.2892
MEM 109.621094 1772295407.5046
MEM 110.464844 1772295407.7196
MEM 111.539062 1772295407.9359
MEM 112.875000 1772295408.1505
MEM 114.289062 1772295408.3667
MEM 114.996094 1772295408.5817
MEM 115.121094 1772295408.7976
MEM 116.535156 1772295409.0127
MEM 117.152344 1772295409.2294
MEM 120.382812 1772295409.4458
MEM 122.335938 1772295409.6622
MEM 122.539062 1772295409.8782
MEM 122.734375 1772295410.0940
MEM 123.457031 1772295410.3095
MEM 123.816406 1772295410.5260
MEM 124.253906 1772295410.7408
MEM 124.898438 1772295410.9560
MEM 126.031250 1772295411.1712
MEM 126.664062 1772295411.3866
MEM 127.855469 1772295411.6022
MEM 130.363281 1772295411.8174
MEM 130.886719 1772295412.0329
MEM 131.980469 1772295412.2482
MEM 132.789062 1772295412.4641
MEM 133.089844 1772295412.6789
MEM 134.070312 1772295412.8949
MEM 134.355469 1772295413.1102
MEM 135.687500 1772295413.3249
